activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079211701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,155000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,360,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,5121,2.71,67000,120,1550,2140,37
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079211600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,105000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,129,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1111,1111,1111,,,,,1111,,,,3066,4.57,67000,124,881,1294,73
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079213400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,1111,1111,1111,35000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,127,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1111,1111,1111,,,,,1111,,,,4453,4,67000,96,1450,1955,53
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069111200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,1111,1111,1111,155000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,87,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1111,1111,1111,,,,,1111,,,,6496,6.45,67000,91,2012,2910,63
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079217001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,1111,1111,1111,75000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,29,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1111,1111,1111,,,,,1111,,,,2080,11.15,67000,75,612,1067,59
2019,2549001VTOPU7JA6G249,39740,PA,42011,42011011200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,31,1,1111,1111,1111,125000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,2,Exempt,108,Exempt,1111,1111,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1111,1111,1111,,,,,1111,,,,4191,31.4,76300,68,957,1499,76
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069100500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,165000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,92,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,2082,8.79,67000,89,507,899,76
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079216900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,1111,1111,1111,145000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,50,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1111,1111,1111,,,,,1111,,,,4449,7.62,67000,99,1550,2030,46
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079211101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,75000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,77,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,5625,7.61,67000,91,1699,2357,53
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069110900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,185000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,143,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1111,1111,1111,,,,,1111,,,,3079,7.28,67000,71,896,1401,76
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079212100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,1111,1111,1111,45000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,32,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,45-54,9999,No,NA,1111,1111,1111,,,,,1111,,,,4170,1.2,67000,130,1290,2058,74
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079213900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,1111,1111,1111,75000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,44,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1111,1111,1111,,,,,1111,,,,1837,1.09,67000,114,665,890,69
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079210200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,95000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,51,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,2711,6.16,67000,92,843,1209,68
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079210500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,1111,1111,1111,45000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,28,Exempt,1111,1111,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,4935,3.57,67000,110,1631,2203,59
2019,2549001VTOPU7JA6G249,42540,PA,42131,42131400700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,1,1111,1111,1111,75000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,55,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1111,1111,1111,,,,,1111,,,,4131,2.66,67000,90,1313,1791,42
2019,2549001VTOPU7JA6G249,36140,NJ,34009,34009020205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,315000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,2,1111,1111,2,Exempt,409,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,35-44,Yes,No,1111,1111,1111,,,,,1111,,,,867,2.42,83600,113,365,3108,34
2019,2549001VTOPU7JA6G249,35084,PA,42103,42103950301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,45000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,72,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1111,1111,1111,,,,,1111,,,,2528,3.13,98600,54,986,2332,34
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069111200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,1111,1111,1111,95000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,77,Exempt,1111,1111,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,55-64,Yes,No,1111,1111,1111,,,,,1111,,,,6496,6.45,67000,91,2012,2910,63
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079215502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,155000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,348,Exempt,1111,1111,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,5654,7.07,67000,131,1976,2141,41
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069112901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,1111,1111,1111,315000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,85,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1111,1111,1111,,,,,1111,,,,4066,2.66,67000,112,1330,1919,36
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079216600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,1111,1111,1111,265000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,94,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1111,1111,1111,,,,,1111,,,,9481,8.39,67000,139,3269,3752,25
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069112500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,1111,1111,1111,185000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,2,Exempt,59,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1111,1111,1111,,,,,1111,,,,6176,12.29,67000,84,1590,2725,61
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069112000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,31,1,1111,1111,1111,65000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,46,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,4155,6.59,67000,111,1079,1497,71
2019,2549001VTOPU7JA6G249,34940,FL,12021,12021011202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,285000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,2,1111,1111,1,Exempt,360,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,22884,36.16,78300,120,4649,7302,12
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079211205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,295000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,315,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1111,1111,1111,,,,,1111,,,,2900,0,67000,116,724,977,34
2019,2549001VTOPU7JA6G249,99999,PA,42127,42127960400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,1111,1111,1111,105000,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,104,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1111,1111,1111,,,,,1111,,,,2995,4.91,63200,111,970,1525,36
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069101000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,31,1,1111,1111,1111,415000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,210,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1111,1111,1111,,,,,1111,,,,3533,8.46,67000,120,658,1184,76
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069112300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,1111,1111,1111,205000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,3,1111,1111,4,Exempt,61,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1111,1111,1111,,,,,1111,,,,2685,13.52,67000,106,684,1127,76
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069102700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,1111,1111,1111,115000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,36,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1111,1111,1111,,,,,1111,,,,2463,14.9,67000,106,718,1156,76
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079211102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,1111,1111,1111,65000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,29,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1111,1111,1111,,,,,1111,,,,2115,1.18,67000,130,780,985,44
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069111500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,2,2,1111,1111,1111,25000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,111,Exempt,1111,1111,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,55-64,45-54,No,No,1111,1111,1111,,,,,1111,,,,3484,4.25,67000,109,986,1612,53
2019,2549001VTOPU7JA6G249,10900,PA,42025,42025020103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,31,1,1111,1111,1111,135000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,80,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1111,1111,1111,,,,,1111,,,,4311,4.87,80200,87,1439,2417,26
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079211900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,1111,1111,1111,135000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,85,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1111,1111,1111,,,,,1111,,,,5929,1.6,67000,94,2047,3014,62
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079215503,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,31,1,1111,1111,1111,435000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,2,1111,1111,1,Exempt,292,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1111,1111,1111,,,,,1111,,,,3489,8.05,67000,165,1311,1380,25
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069112000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,1111,1111,1111,225000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,123,Exempt,1111,1111,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,2,1,2,1,1,55-64,55-64,No,No,1111,1111,1111,,,,,1111,,,,4155,6.59,67000,111,1079,1497,71
2019,2549001VTOPU7JA6G249,42540,PA,42069,42069110201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,31,1,1111,1111,1111,95000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,133,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1111,1111,1111,,,,,1111,,,,4150,0.92,67000,130,1356,2083,40
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079215504,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,2,1111,1111,1111,45000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,37,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1111,1111,1111,,,,,1111,,,,4002,0.42,67000,130,1446,1818,42
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079211204,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,31,2,1111,1111,1111,45000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,350,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1111,1111,1111,,,,,1111,,,,6300,4.67,67000,136,1730,2250,39
2019,2549001VTOPU7JA6G249,42540,PA,42131,42131400500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,1111,1111,1111,75000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,162,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1111,1111,1111,,,,,1111,,,,4277,3.9,67000,106,1297,2062,45
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079216502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,1111,1111,1111,175000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,39,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1111,1111,1111,,,,,1111,,,,4182,7.01,67000,140,1374,1639,39
2019,2549001VTOPU7JA6G249,35840,FL,12115,12115002601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,31,1,1111,1111,1111,315000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,263,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1111,1111,1111,,,,,1111,,,,2236,10.64,70900,103,905,1730,34
2019,2549001VTOPU7JA6G249,99999,PA,42127,42127961300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,1111,1111,1111,95000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,69,Exempt,1111,1111,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1111,1111,1111,,,,,1111,,,,2961,6.18,63200,119,941,1512,33
2019,2549001VTOPU7JA6G249,42540,PA,42079,42079217300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,31,1,1111,1111,1111,145000,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,148,Exempt,1111,1111,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,55-64,No,No,1111,1111,1111,,,,,1111,,,,3382,20.28,67000,93,1016,1389,55
